week_ending_date,created_date,report_year,report_month,narrative,advanced_skim_milk_class_2_Price,butterfat_Price,nonfat_solids_Price,protein_Price,other_solids_Price,somatic_cell_adjustment_Rate,butter_monthly_avg_Price,nfdm_monthly_avg_Price,cheese_monthly_avg_Price,cheese_monthly_40p_Price,cheese_monthly_500p_Price,whey_monthly_avg_Price,report_title,slug_name,slug_id,office_name,office_code,office_city,office_state,market_location_name,market_location_city,market_location_state,market_type,market_type_category,published_date,year,period,data_item,value,category,unit
12/27/2025,12/31/2025,2025,Dec,,9.19,1.5761,0.9057,2.4563,0.4352,0.00076,1.5287,1.1541,1.5271,,,0.6893,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/31/2025 13:05:26,2025,2025-DEC,class_2_butterfat_Price,1.5831,lmprs,
11/29/2025,12/03/2025,2025,Nov,,8.85,1.7061,0.9124,3.0143,0.3859,0.00087,1.6360,1.1609,1.7419,,,0.6415,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/03/2025 13:02:43,2025,2025-NOV,class_2_butterfat_Price,1.7131,lmprs,
11/01/2025,11/05/2025,2025,Oct,,9.96,1.8252,0.9116,2.8761,0.3360,0.00087,1.7344,1.1601,1.7384,,,0.5930,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,11/05/2025 13:05:19,2025,2025-OCT,class_2_butterfat_Price,1.8322,lmprs,
09/27/2025,10/01/2025,2025,Sep,,10.04,2.1925,0.9773,2.7062,0.3207,0.00090,2.0377,1.2265,1.8066,,,0.5782,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,10/01/2025 13:05:44,2025,2025-SEP,class_2_butterfat_Price,2.1995,lmprs,
08/30/2025,09/04/2025,2025,Aug,,9.96,2.7255,1.0323,1.9646,0.3204,0.00088,2.4778,1.2820,1.7529,,,0.5779,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,09/04/2025 13:05:39,2025,2025-AUG,class_2_butterfat_Price,2.7325,lmprs,
07/26/2025,07/30/2025,2025,Jul,,9.67,2.8435,1.0286,1.8730,0.3092,0.00088,2.5753,1.2783,1.7634,,,0.5670,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,07/30/2025 13:05:25,2025,2025-JUL,class_2_butterfat_Price,2.8505,lmprs,
06/28/2025,07/02/2025,2025,Jun,,9.14,2.7378,1.0037,2.5328,0.2914,0.00097,2.4880,1.2531,1.9322,,,0.5497,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,07/02/2025 13:05:29,2025,2025-JUN,class_2_butterfat_Price,2.7448,lmprs,
05/31/2025,06/04/2025,2025,May,,9.72,2.6627,1.0145,2.4810,0.3222,0.00092,2.3703,1.1925,1.8404,1.8177,1.8284,0.5119,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,06/04/2025 13:05:20,2025,2025-MAY,class_2_butterfat_Price,2.6697,lmprs,
04/26/2025,04/30/2025,2025,Apr,,10.31,2.6406,0.9994,2.1682,0.3087,0.00087,2.3520,1.1773,1.7361,1.7117,1.7244,0.4988,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,04/30/2025 13:04:13,2025,2025-APR,class_2_butterfat_Price,2.6476,lmprs,
03/29/2025,04/02/2025,2025,Mar,,11.31,2.6242,1.0393,2.4606,0.3647,0.00091,2.3385,1.2176,1.8215,1.8420,1.7732,0.5532,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,04/02/2025 13:05:07,2025,2025-MAR,class_2_butterfat_Price,2.6312,lmprs,
03/01/2025,03/05/2025,2025,Feb,,11.60,2.8186,1.1552,2.5337,0.4799,0.00095,2.4990,1.3347,1.9077,1.9158,1.8707,0.6650,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/05/2025 13:05:17,2025,2025-FEB,class_2_butterfat_Price,2.8256,lmprs,
02/01/2025,02/05/2025,2025,Jan,,11.65,2.9460,1.2002,2.3267,0.5384,0.00094,2.6042,1.3801,1.8851,1.8954,1.8477,0.7218,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,02/05/2025 13:05:17,2025,2025-JAN,class_2_butterfat_Price,2.9530,lmprs,
12/28/2024,01/02/2025,2024,Dec,,11.47,2.9104,1.2151,1.9637,0.4493,0.00088,2.5748,1.3952,1.7608,1.7583,1.7326,0.6353,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,01/02/2025 13:05:22,2024,2024-DEC,class_2_butterfat_Price,2.9174,lmprs,
11/30/2024,12/04/2024,2024,Nov,,11.17,3.0623,1.1974,2.3160,0.4049,0.00096,2.7002,1.3773,1.9198,1.9096,1.8973,0.5922,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/04/2024 13:05:26,2024,2024-NOV,class_2_butterfat_Price,3.0693,lmprs,
10/26/2024,10/30/2024,2024,Oct,,10.56,3.0851,1.1628,3.3238,0.3705,0.00112,2.7191,1.3423,2.2400,2.1605,2.2760,0.5588,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,10/30/2024 13:05:20,2024,2024-OCT,class_2_butterfat_Price,3.0921,lmprs,
09/28/2024,10/02/2024,2024,Sep,,10.09,3.6114,1.1109,2.9249,0.3430,0.00114,3.1537,1.2899,2.2882,2.2013,2.3319,0.5321,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,10/02/2024 13:05:28,2024,2024-SEP,class_2_butterfat_Price,3.6184,lmprs,
08/31/2024,09/05/2024,2024,Aug,,9.90,3.5632,1.0484,2.1756,0.2959,0.00102,3.1139,1.2268,2.0399,1.9812,2.0573,0.4864,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,09/05/2024 13:04:24,2024,2024-AUG,class_2_butterfat_Price,3.5702,lmprs,
07/27/2024,07/31/2024,2024,Jul,,9.63,3.5720,1.0149,1.9466,0.2571,0.00099,3.1211,1.1930,1.9717,1.9458,1.9635,0.4487,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,07/31/2024 13:05:31,2024,2024-JUL,class_2_butterfat_Price,3.5790,lmprs,
06/29/2024,07/03/2024,2024,Jun,,9.50,3.5444,0.9991,2.0546,0.2326,0.00100,3.0983,1.1770,1.9962,1.9154,2.0345,0.4249,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,07/03/2024 13:04:46,2024,2024-JUN,class_2_butterfat_Price,3.5514,lmprs,
06/01/2024,06/05/2024,2024,May,,9.69,3.4636,0.9647,1.7349,0.2181,0.00094,3.0316,1.1422,1.8706,1.8062,1.8952,0.4108,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,06/05/2024 13:05:24,2024,2024-MAY,class_2_butterfat_Price,3.4706,lmprs,
04/27/2024,05/01/2024,2024,Apr,,9.89,3.3309,0.9730,0.8345,0.2367,0.00077,2.9220,1.1506,1.5478,1.5170,1.5447,0.4289,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/01/2024 13:05:25,2024,2024-APR,class_2_butterfat_Price,3.3379,lmprs,
03/30/2024,04/03/2024,2024,Mar,,10.11,3.2385,1.0083,1.1265,0.2881,0.00080,2.8457,1.1863,1.6082,1.5730,1.6085,0.4788,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,04/03/2024 13:05:20,2024,2024-MAR,class_2_butterfat_Price,3.2455,lmprs,
02/24/2024,02/28/2024,2024,Feb,,9.99,3.1031,1.0343,1.2255,0.2738,0.00080,2.7339,1.2125,1.5947,1.6021,1.5586,0.4649,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,02/28/2024 13:05:37,2024,2024-FEB,class_2_butterfat_Price,3.1101,lmprs,
01/27/2024,01/31/2024,2024,Jan,,9.95,2.9765,1.0330,1.1265,0.2417,0.00076,2.6294,1.2112,1.5226,1.5260,1.4895,0.4338,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,01/31/2024 13:10:03,2024,2024-JAN,class_2_butterfat_Price,2.9835,lmprs,
12/30/2023,01/04/2024,2023,Dec,,9.78,2.9778,1.0144,1.4499,0.2242,0.00081,2.6305,1.1924,1.6234,1.6385,1.5813,0.4168,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,01/04/2024 13:04:47,2023,2023-DEC,class_2_butterfat_Price,2.9848,lmprs,
11/25/2023,11/29/2023,2023,Nov,,9.40,3.4608,1.0080,1.3238,0.1895,0.00087,3.0293,1.1860,1.7421,1.7511,1.7034,0.3831,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,11/29/2023 13:05:36,2023,2023-NOV,class_2_butterfat_Price,3.4678,lmprs,
10/28/2023,11/01/2023,2023,Oct,,9.25,3.7144,0.9781,1.0468,0.1243,0.00087,3.2387,1.1558,1.7390,1.8044,1.6502,0.3198,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,11/01/2023 13:05:20,2023,2023-OCT,class_2_butterfat_Price,3.7214,lmprs,
09/30/2023,10/04/2023,2023,Sep,,9.34,3.1264,0.9382,2.3027,0.0992,0.00097,2.7532,1.1155,1.9366,1.9895,1.8616,0.2954,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,10/04/2023 13:05:28,2023,2023-SEP,class_2_butterfat_Price,3.1334,lmprs,
08/26/2023,08/30/2023,2023,Aug,,9.65,3.0218,0.9599,2.0851,0.0648,0.00092,2.6668,1.1374,1.8349,1.8625,1.7764,0.2620,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,08/30/2023 13:05:53,2023,2023-AUG,class_2_butterfat_Price,3.0288,lmprs,
07/29/2023,08/02/2023,2023,Jul,,9.64,2.7986,0.9746,1.1991,0.0689,0.00074,2.4825,1.1522,1.4870,1.4614,1.4789,0.2660,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,08/02/2023 13:05:22,2023,2023-JUL,class_2_butterfat_Price,2.8056,lmprs,
06/24/2023,06/28/2023,2023,Jun,,9.48,2.7605,0.9896,1.5144,0.1266,0.00079,2.4510,1.1674,1.5724,1.5568,1.5561,0.3220,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,06/28/2023 13:06:22,2023,2023-JUN,class_2_butterfat_Price,2.7675,lmprs,
05/27/2023,06/01/2023,2023,May,,9.78,2.7572,0.9729,1.8002,0.1877,0.00083,2.4483,1.1505,1.6600,1.7277,1.5715,0.3813,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,06/01/2023 13:05:28,2023,2023-MAY,class_2_butterfat_Price,2.7642,lmprs,
04/29/2023,05/03/2023,2023,Apr,,10.07,2.7009,0.9774,2.5603,0.2479,0.00094,2.4018,1.1551,1.8775,1.9406,1.7942,0.4398,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/03/2023 13:06:24,2023,2023-APR,class_2_butterfat_Price,2.7079,lmprs,
04/01/2023,04/05/2023,2023,Mar,,10.30,2.7300,1.0154,2.4085,0.2338,0.00092,2.4258,1.1935,1.8399,1.9503,1.7188,0.4261,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,04/05/2023 13:05:21,2023,2023-MAR,class_2_butterfat_Price,2.7370,lmprs,
02/25/2023,03/01/2023,2023,Feb,,11.70,2.7178,1.0766,2.3650,0.2101,0.00091,2.4158,1.2553,1.8224,1.9874,1.6602,0.4031,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/01/2023 13:05:11,2023,2023-FEB,class_2_butterfat_Price,2.7248,lmprs,
01/28/2023,02/01/2023,2023,Jan,,12.32,2.7713,1.1864,2.8058,0.2343,0.00099,2.4599,1.3662,1.9767,2.1147,1.8226,0.4266,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,02/01/2023 13:04:20,2023,2023-JAN,class_2_butterfat_Price,2.7783,lmprs,
12/31/2022,01/05/2023,2022,Dec,,12.48,3.1539,1.2752,2.6568,0.2652,0.00103,2.7759,1.4559,2.0555,2.1594,1.9293,0.4566,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,01/05/2023 13:01:32,2022,2022-DEC,class_2_butterfat_Price,3.1609,lmprs,
11/26/2022,11/30/2022,2022,Nov,,13.31,3.3720,1.3233,2.5374,0.2837,0.00104,2.9560,1.5045,2.0897,2.0748,2.0744,0.4745,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,11/30/2022 13:08:10,2022,2022-NOV,class_2_butterfat_Price,3.3790,lmprs,
10/29/2022,11/02/2022,2022,Oct,,13.37,3.6567,1.4000,2.4512,0.2952,0.00108,3.1911,1.5819,2.1560,2.0453,2.2210,0.4857,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,11/02/2022 13:05:49,2022,2022-OCT,class_2_butterfat_Price,3.6637,lmprs,
10/01/2022,10/05/2022,2022,Sep,,14.52,3.5653,1.3984,1.8847,0.2998,0.00098,3.1156,1.5803,1.9503,1.8835,1.9830,0.4902,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,10/05/2022 13:05:11,2022,2022-SEP,class_2_butterfat_Price,3.5723,lmprs,
08/27/2022,08/31/2022,2022,Aug,,15.53,3.4001,1.4862,2.1417,0.3146,0.00099,2.9792,1.6690,1.9761,1.9484,1.9698,0.5045,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,08/31/2022 13:05:24,2022,2022-AUG,class_2_butterfat_Price,3.4071,lmprs,
07/30/2022,08/03/2022,2022,Jul,,15.42,3.3600,1.6160,2.9116,0.3596,0.00110,2.9461,1.8001,2.2019,2.1622,2.2054,0.5482,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,08/03/2022 13:07:36,2022,2022-JUL,class_2_butterfat_Price,3.3670,lmprs,
06/25/2022,06/29/2022,2022,Jun,,15.50,3.3323,1.6313,3.4173,0.4295,0.00117,2.9232,1.8156,2.3498,2.3214,2.3472,0.6161,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,06/29/2022 13:04:26,2022,2022-JUN,class_2_butterfat_Price,3.3393,lmprs,
05/28/2022,06/02/2022,2022,May,,15.52,3.1056,1.6253,3.8696,0.4857,0.00121,2.7360,1.8095,2.4161,2.3798,2.4187,0.6707,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,06/02/2022 13:04:58,2022,2022-MAY,class_2_butterfat_Price,3.1126,lmprs,
04/30/2022,05/04/2022,2022,Apr,,15.21,3.1461,1.6470,3.4239,0.5565,0.00115,2.7694,1.8314,2.2910,2.2759,2.2759,0.7394,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/04/2022 13:05:49,2022,2022-APR,class_2_butterfat_Price,3.1531,lmprs,
03/26/2022,03/30/2022,2022,Mar,,14.41,3.0935,1.6113,2.7182,0.6131,0.00103,2.7260,1.7954,2.0548,2.0748,2.0066,0.7943,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/30/2022 13:05:10,2022,2022-MAR,class_2_butterfat_Price,3.1005,lmprs,
02/26/2022,03/02/2022,2022,Feb,,13.67,3.0218,1.5450,2.3168,0.5983,0.00095,2.6668,1.7284,1.9068,1.9091,1.8746,0.7800,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/02/2022 13:02:51,2022,2022-FEB,class_2_butterfat_Price,3.0288,lmprs,
01/29/2022,02/02/2022,2022,Jan,,12.91,2.9567,1.4662,2.3563,0.5249,0.00095,2.6130,1.6488,1.8978,1.9787,1.7951,0.7087,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,02/02/2022 13:05:34,2022,2022-JAN,class_2_butterfat_Price,2.9637,lmprs,
01/01/2022,01/05/2022,2021,Dec,,12.22,2.2919,1.3655,2.5937,0.4532,0.00088,2.0641,1.5471,1.7542,1.8633,1.6263,0.6391,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,01/05/2022 13:26:36,2021,2021-DEC,class_2_butterfat_Price,2.2989,lmprs,
11/27/2021,12/01/2021,2021,Nov,,11.23,2.1541,1.2960,2.7536,0.3949,0.00088,1.9503,1.4769,1.7588,1.7605,1.7272,0.5825,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/01/2021 13:04:41,2021,2021-NOV,class_2_butterfat_Price,2.1611,lmprs,
10/30/2021,11/03/2021,2021,Oct,,10.63,1.9414,1.1801,3.0130,0.3560,0.00088,1.7746,1.3598,1.7698,1.8070,1.7011,0.5447,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,11/03/2021 13:05:14,2021,2021-OCT,class_2_butterfat_Price,1.9484,lmprs,
09/25/2021,09/29/2021,2021,Sep,,10.45,1.9388,1.1027,2.6010,0.3445,0.00082,1.7725,1.2816,1.6411,1.7761,1.4873,0.5336,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,09/29/2021 13:06:40,2021,2021-SEP,class_2_butterfat_Price,1.9458,lmprs,
08/28/2021,09/01/2021,2021,Aug,,10.37,1.8508,1.0872,2.4582,0.3735,0.00078,1.6998,1.2660,1.5680,1.6902,1.4371,0.5617,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,09/01/2021 13:04:00,2021,2021-AUG,class_2_butterfat_Price,1.8578,lmprs,
07/31/2021,08/04/2021,2021,Jul,,10.53,1.8996,1.0765,2.4957,0.4181,0.00080,1.7401,1.2552,1.5956,1.5948,1.5663,0.6050,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,08/04/2021 13:05:40,2021,2021-JUL,class_2_butterfat_Price,1.9066,lmprs,
06/26/2021,06/30/2021,2021,Jun,,10.12,1.9641,1.0908,2.5834,0.4579,0.00082,1.7934,1.2696,1.6439,1.6058,1.6506,0.6437,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,06/30/2021 13:04:48,2021,2021-JUN,class_2_butterfat_Price,1.9711,lmprs,
05/29/2021,06/03/2021,2021,May,,9.58,1.9851,1.0607,3.1307,0.4645,0.00091,1.8107,1.2392,1.8206,1.8072,1.8035,0.6501,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,06/03/2021 13:06:19,2021,2021-MAY,class_2_butterfat_Price,1.9921,lmprs,
05/01/2021,05/05/2021,2021,Apr,,9.03,1.9496,0.9902,2.8136,0.4268,0.00086,1.7814,1.1680,1.7106,1.7918,1.6011,0.6135,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/05/2021 13:08:26,2021,2021-APR,class_2_butterfat_Price,1.9566,lmprs,
03/27/2021,03/31/2021,2021,Mar,,9.36,1.7176,0.9396,2.6954,0.3652,0.00080,1.5898,1.1169,1.5981,1.6695,1.5023,0.5537,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/31/2021 13:03:13,2021,2021-MAR,class_2_butterfat_Price,1.7246,lmprs,
02/27/2021,03/03/2021,2021,Feb,,9.27,1.4376,0.9391,2.9816,0.3161,0.00080,1.3586,1.1164,1.5954,1.6870,1.4841,0.5060,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/03/2021 13:04:40,2021,2021-FEB,class_2_butterfat_Price,1.4446,lmprs,
01/30/2021,02/03/2021,2021,Jan,,9.03,1.5541,0.9570,3.0355,0.2682,0.00083,1.4548,1.1345,1.6502,1.7171,1.5601,0.4595,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,02/03/2021 13:02:18,2021,2021-JAN,class_2_butterfat_Price,1.5611,lmprs,
12/26/2020,12/30/2020,2020,Dec,,8.91,1.5399,0.9180,3.0282,0.2245,0.00082,1.4431,1.0951,1.6433,1.7708,1.4944,0.4171,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/30/2020 13:03:18,2020,2020-DEC,class_2_butterfat_Price,1.5469,lmprs,
11/28/2020,12/02/2020,2020,Nov,,8.70,1.5553,0.9047,5.6226,0.1894,0.00123,1.4558,1.0816,2.4535,2.5808,2.2929,0.3830,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/02/2020 13:06:51,2020,2020-NOV,class_2_butterfat_Price,1.5623,lmprs,
10/31/2020,11/04/2020,2020,Oct,,8.15,1.6388,0.8902,5.0146,0.1534,0.00115,1.5248,1.0670,2.2921,2.5692,1.9640,0.3480,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,11/04/2020 12:56:06,2020,2020-OCT,class_2_butterfat_Price,1.6458,lmprs,
09/26/2020,09/30/2020,2020,Sep,,7.83,1.5932,0.8253,3.3935,0.1241,0.00089,1.4871,1.0014,1.7741,1.9496,1.5736,0.3196,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,09/30/2020 13:06:10,2020,2020-SEP,class_2_butterfat_Price,1.6002,lmprs,
