week_ending_date,created_date,report_year,report_month,narrative,advanced_skim_milk_class_2_Price,butterfat_Price,nonfat_solids_Price,protein_Price,other_solids_Price,somatic_cell_adjustment_Rate,butter_monthly_avg_Price,nfdm_monthly_avg_Price,cheese_monthly_avg_Price,cheese_monthly_40p_Price,cheese_monthly_500p_Price,whey_monthly_avg_Price,report_title,slug_name,slug_id,office_name,office_code,office_city,office_state,market_location_name,market_location_city,market_location_state,market_type,market_type_category,published_date,year,period,data_item,value,category,unit
08/01/2015,08/05/2015,2015,Jul,,7.55,2.1125,0.6621,2.6070,0.2004,0.00085,1.9159,0.8366,1.6997,,,0.3937,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,08/05/2015 13:00:39,2015,2015-JUL,class_3_Price,16.33,lmprs,
06/27/2015,07/01/2015,2015,Jun,,7.66,2.1011,0.7529,2.6915,0.2322,0.00086,1.9065,0.9283,1.7222,,,0.4245,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,07/01/2015 13:32:09,2015,2015-JUN,class_3_Price,16.72,lmprs,
05/30/2015,06/03/2015,2015,May,,7.85,2.0599,0.7708,2.5206,0.2533,0.00083,1.8725,0.9464,1.6557,,,0.4450,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,06/03/2015 13:18:15,2015,2015-MAY,class_3_Price,16.19,lmprs,
04/25/2015,04/29/2015,2015,Apr,,8.63,1.8940,0.7926,2.5551,0.2698,0.00081,1.7355,0.9684,1.6122,,,0.4610,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,04/29/2015 13:10:22,2015,2015-APR,class_3_Price,15.81,lmprs,
03/28/2015,04/01/2015,2015,Mar,,8.31,1.8444,0.8454,2.4875,0.2918,0.00079,1.6945,1.0217,1.5750,,,0.4824,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,04/01/2015 13:31:23,2015,2015-MAR,class_3_Price,15.56,lmprs,
02/28/2015,03/04/2015,2015,Feb,,8.34,1.8296,0.8544,2.4051,0.3273,0.00077,1.6823,1.0308,1.5446,,,0.5169,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/04/2015 13:02:40,2015,2015-FEB,class_3_Price,15.46,lmprs,
01/31/2015,02/04/2015,2015,Jan,,10.63,1.6855,0.8439,2.6731,0.4001,0.00079,1.5633,1.0202,1.5807,,,0.5875,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,02/04/2015 13:08:32,2015,2015-JAN,class_3_Price,16.18,lmprs,
12/27/2014,12/31/2014,2014,Dec,,12.14,2.0991,1.0767,2.7387,0.3996,0.00087,1.9049,1.2554,1.7362,,,0.5871,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/31/2014 13:28:06,2014,2014-DEC,class_3_Price,17.82,lmprs,
11/29/2014,12/03/2014,2014,Nov,,12.62,2.2011,1.2102,3.9018,0.4505,0.00107,1.9891,1.3902,2.1305,,,0.6365,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/03/2014 13:13:21,2014,2014-NOV,class_3_Price,21.94,lmprs,
11/01/2014,11/05/2014,2014,Oct,,12.36,2.8507,1.3090,3.7362,0.4670,0.00115,2.5255,1.4900,2.2914,,,0.6525,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,11/05/2014 13:49:38,2014,2014-OCT,class_3_Price,23.82,lmprs,
09/27/2014,10/01/2014,2014,Sep,,15.26,3.2467,1.2910,3.4991,0.4876,0.00117,2.8525,1.4718,2.3472,,,0.6725,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,10/01/2014 13:37:58,2014,2014-SEP,class_3_Price,24.60,lmprs,
08/30/2014,09/04/2014,2014,Aug,,15.92,2.8448,1.6047,3.1496,0.5036,0.00105,2.5206,1.7887,2.1074,,,0.6880,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,09/04/2014 13:52:02,2014,2014-AUG,class_3_Price,22.25,lmprs,
07/26/2014,07/30/2014,2014,Jul,,15.71,2.6349,1.6770,3.1798,0.5046,0.00102,2.3473,1.8617,2.0482,,,0.6890,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,07/30/2014 13:22:12,2014,2014-JUL,class_3_Price,21.60,lmprs,
06/28/2014,07/02/2014,2014,Jun,,15.93,2.4413,1.6785,3.3437,0.4942,0.00102,2.1874,1.8633,2.0358,,,0.6789,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,07/02/2014 13:05:55,2014,2014-JUN,class_3_Price,21.36,lmprs,
05/31/2014,06/04/2014,2014,May,,17.06,2.2721,1.6919,3.9553,0.4897,0.00109,2.0477,1.8768,2.1703,,,0.6745,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,06/04/2014 13:47:22,2014,2014-MAY,class_3_Price,22.57,lmprs,
04/26/2014,04/30/2014,2014,Apr,,17.92,2.1207,1.8328,4.7089,0.4926,0.00118,1.9227,2.0191,2.3547,,,0.6774,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,04/30/2014 14:03:41,2014,2014-APR,class_3_Price,24.31,lmprs,
03/29/2014,04/02/2014,2014,Mar,,17.67,2.0402,1.9027,4.5172,0.4700,0.00113,1.8562,2.0897,2.2689,,,0.6554,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,04/02/2014 13:03:12,2014,2014-MAR,class_3_Price,23.33,lmprs,
03/01/2014,03/05/2014,2014,Feb,,17.27,2.0109,1.8914,4.6044,0.4453,0.00114,1.8320,2.0783,2.2864,,,0.6314,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/05/2014 13:32:06,2014,2014-FEB,class_3_Price,23.35,lmprs,
02/01/2014,02/05/2014,2014,Jan,,16.51,1.7874,1.8470,4.1870,0.4155,0.00104,1.6475,2.0335,2.0838,,,0.6025,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,02/05/2014 13:33:25,2014,2014-JAN,class_3_Price,21.15,lmprs,
12/28/2013,01/02/2014,2013,Dec,,16.01,1.7672,1.7680,3.5390,0.3826,0.00094,1.6308,1.9537,1.8761,,,0.5706,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,01/02/2014 13:04:33,2013,2013-DEC,class_3_Price,18.95,lmprs,
11/30/2013,12/04/2013,2013,Nov,,15.56,1.6336,1.7042,3.6316,0.3955,0.00093,1.5205,1.8892,1.8612,,,0.5831,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/04/2013 13:42:24,2013,2013-NOV,class_3_Price,18.83,lmprs,
10/26/2013,10/30/2013,2013,Oct,,15.25,1.6638,1.6521,3.4107,0.3852,0.00090,1.5454,1.8366,1.8025,,,0.5731,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,10/30/2013 13:29:32,2013,2013-OCT,class_3_Price,18.22,lmprs,
09/28/2013,10/18/2013,2013,Sep,,14.96,1.5196,1.6243,3.5419,0.3914,0.00090,1.4263,1.8085,1.7961,,,0.5791,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,10/18/2013 10:41:45,2013,2013-SEP,class_3_Price,18.14,lmprs,
08/31/2013,09/05/2013,2013,Aug,,14.47,1.5104,1.5868,3.4775,0.3901,0.00089,1.4187,1.7706,1.7731,,,0.5778,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,09/05/2013 13:06:42,2013,2013-AUG,class_3_Price,17.91,lmprs,
07/27/2013,07/31/2013,2013,Jul,,14.20,1.5693,1.5438,3.2257,0.3927,0.00086,1.4674,1.7272,1.7142,,,0.5804,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,07/31/2013 13:04:38,2013,2013-JUL,class_3_Price,17.38,lmprs,
06/29/2013,07/03/2013,2013,Jun,,13.79,1.6599,1.5048,3.3455,0.3859,0.00089,1.5422,1.6878,1.7810,,,0.5738,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,07/03/2013 13:07:05,2013,2013-JUN,class_3_Price,18.02,lmprs,
06/01/2013,06/05/2013,2013,May,,12.59,1.7884,1.4549,3.3597,0.3887,0.00091,1.6483,1.6374,1.8274,,,0.5765,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,06/05/2013 13:37:51,2013,2013-MAY,class_3_Price,18.52,lmprs,
04/27/2013,05/01/2013,2013,Apr,,12.77,1.8227,1.3498,3.0130,0.3863,0.00087,1.6766,1.5312,1.7310,,,0.5741,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/01/2013 13:31:51,2013,2013-APR,class_3_Price,17.59,lmprs,
03/30/2013,04/03/2013,2013,Mar,,13.14,1.7476,1.3395,2.8204,0.4179,0.00082,1.6146,1.5208,1.6467,,,0.6048,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,04/03/2013 13:36:29,2013,2013-MAR,class_3_Price,16.93,lmprs,
02/23/2013,02/27/2013,2013,Feb,,13.11,1.6619,1.3742,2.9609,0.4534,0.00083,1.5438,1.5559,1.6623,,,0.6393,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,02/27/2013 13:03:22,2013,2013-FEB,class_3_Price,17.25,lmprs,
01/26/2013,01/30/2013,2013,Jan,,12.96,1.6168,1.3784,3.2862,0.4647,0.00087,1.5066,1.5601,1.7485,,,0.6503,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,01/30/2013 13:50:34,2013,2013-JAN,class_3_Price,18.14,lmprs,
12/29/2012,01/03/2013,2012,Dec,,12.67,1.7276,1.3569,3.3113,0.4758,0.00090,1.5981,1.5384,1.7925,,,0.6610,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,01/03/2013 13:44:27,2012,2012-DEC,class_3_Price,18.66,lmprs,
12/01/2012,12/05/2012,2012,Nov,,12.13,2.0218,1.3330,3.7172,0.4624,0.00101,1.8410,1.5143,2.0146,,,0.6480,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/05/2012 13:44:59,2012,2012-NOV,class_3_Price,20.83,lmprs,
10/27/2012,10/31/2012,2012,Oct,,11.42,2.1136,1.2828,3.7278,0.4340,0.00102,1.9168,1.4636,2.0479,,,0.6205,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,10/31/2012 13:24:09,2012,2012-OCT,class_3_Price,21.02,lmprs,
09/29/2012,10/03/2012,2012,Sep,,10.36,2.0047,1.1969,3.2521,0.3971,0.00093,1.8269,1.3768,1.8647,,,0.5846,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,10/03/2012 13:08:44,2012,2012-SEP,class_3_Price,19.00,lmprs,
08/25/2012,08/29/2012,2012,Aug,,9.53,1.8339,1.0756,3.1211,0.3462,0.00088,1.6859,1.2543,1.7682,,,0.5352,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,08/29/2012 13:03:29,2012,2012-AUG,class_3_Price,17.73,lmprs,
07/28/2012,08/01/2012,2012,Jul,,9.01,1.6556,0.9965,3.0430,0.3123,0.00084,1.5386,1.1744,1.6857,,,0.5023,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,08/01/2012 13:30:51,2012,2012-JUL,class_3_Price,16.68,lmprs,
06/30/2012,07/05/2012,2012,Jun,,9.42,1.4866,0.9252,2.8952,0.3113,0.00079,1.3991,1.1023,1.5846,,,0.5013,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,07/05/2012 13:47:57,2012,2012-JUN,class_3_Price,15.63,lmprs,
05/26/2012,05/31/2012,2012,May,,10.47,1.4462,0.9774,2.7344,0.3500,0.00076,1.3657,1.1551,1.5215,,,0.5389,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/31/2012 13:26:26,2012,2012-MAY,class_3_Price,15.23,lmprs,
04/28/2012,05/02/2012,2012,Apr,,11.09,1.5645,1.0728,2.6568,0.4048,0.00077,1.4634,1.2514,1.5361,,,0.5921,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/02/2012 13:55:44,2012,2012-APR,class_3_Price,15.72,lmprs,
03/24/2012,04/02/2012,2012,Mar,,,,,,0.0000,,,,,,,,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,04/02/2012 09:28:22,2012,2012-MAR,class_3_Price,,lmprs,
04/25/2026,04/29/2026,2026,Apr,,12.70,1.8692,1.5241,2.5190,0.3888,0.00082,1.7707,1.7788,1.6427,,,0.6443,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,04/29/2026 13:05:26,2026,2026-APR,class_3_skim_milk_Price,10.65,lmprs,
03/28/2026,04/01/2026,2026,Mar,,10.61,2.0220,1.3215,2.0905,0.4178,0.00078,1.8969,1.5741,1.5607,,,0.6724,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,04/01/2026 13:05:21,2026,2026-MAR,class_3_skim_milk_Price,9.41,lmprs,
02/28/2026,03/04/2026,2026,Feb,,9.42,1.7794,1.1220,1.9373,0.4391,0.00072,1.6966,1.3726,1.4338,,,0.6931,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/04/2026 12:54:48,2026,2026-FEB,class_3_skim_milk_Price,9.03,lmprs,
01/31/2026,02/04/2026,2026,Jan,,9.13,1.4525,0.9433,2.1768,0.4448,0.00070,1.4266,1.1921,1.4003,,,0.6986,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,02/04/2026 13:08:03,2026,2026-JAN,class_3_skim_milk_Price,9.85,lmprs,
12/27/2025,12/31/2025,2025,Dec,,9.19,1.5761,0.9057,2.4563,0.4352,0.00076,1.5287,1.1541,1.5271,,,0.6893,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/31/2025 13:05:26,2025,2025-DEC,class_3_skim_milk_Price,10.72,lmprs,
11/29/2025,12/03/2025,2025,Nov,,8.85,1.7061,0.9124,3.0143,0.3859,0.00087,1.6360,1.1609,1.7419,,,0.6415,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/03/2025 13:02:43,2025,2025-NOV,class_3_skim_milk_Price,11.62,lmprs,
11/01/2025,11/05/2025,2025,Oct,,9.96,1.8252,0.9116,2.8761,0.3360,0.00087,1.7344,1.1601,1.7384,,,0.5930,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,11/05/2025 13:05:19,2025,2025-OCT,class_3_skim_milk_Price,10.90,lmprs,
09/27/2025,10/01/2025,2025,Sep,,10.04,2.1925,0.9773,2.7062,0.3207,0.00090,2.0377,1.2265,1.8066,,,0.5782,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,10/01/2025 13:05:44,2025,2025-SEP,class_3_skim_milk_Price,10.28,lmprs,
08/30/2025,09/04/2025,2025,Aug,,9.96,2.7255,1.0323,1.9646,0.3204,0.00088,2.4778,1.2820,1.7529,,,0.5779,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,09/04/2025 13:05:39,2025,2025-AUG,class_3_skim_milk_Price,7.98,lmprs,
07/26/2025,07/30/2025,2025,Jul,,9.67,2.8435,1.0286,1.8730,0.3092,0.00088,2.5753,1.2783,1.7634,,,0.5670,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,07/30/2025 13:05:25,2025,2025-JUL,class_3_skim_milk_Price,7.63,lmprs,
06/28/2025,07/02/2025,2025,Jun,,9.14,2.7378,1.0037,2.5328,0.2914,0.00097,2.4880,1.2531,1.9322,,,0.5497,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,07/02/2025 13:05:29,2025,2025-JUN,class_3_skim_milk_Price,9.57,lmprs,
05/31/2025,06/04/2025,2025,May,,9.72,2.6627,1.0145,2.4810,0.3222,0.00092,2.3703,1.1925,1.8404,1.8177,1.8284,0.5119,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,06/04/2025 13:05:20,2025,2025-MAY,class_3_skim_milk_Price,9.59,lmprs,
04/26/2025,04/30/2025,2025,Apr,,10.31,2.6406,0.9994,2.1682,0.3087,0.00087,2.3520,1.1773,1.7361,1.7117,1.7244,0.4988,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,04/30/2025 13:04:13,2025,2025-APR,class_3_skim_milk_Price,8.54,lmprs,
03/29/2025,04/02/2025,2025,Mar,,11.31,2.6242,1.0393,2.4606,0.3647,0.00091,2.3385,1.2176,1.8215,1.8420,1.7732,0.5532,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,04/02/2025 13:05:07,2025,2025-MAR,class_3_skim_milk_Price,9.78,lmprs,
03/01/2025,03/05/2025,2025,Feb,,11.60,2.8186,1.1552,2.5337,0.4799,0.00095,2.4990,1.3347,1.9077,1.9158,1.8707,0.6650,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/05/2025 13:05:17,2025,2025-FEB,class_3_skim_milk_Price,10.69,lmprs,
02/01/2025,02/05/2025,2025,Jan,,11.65,2.9460,1.2002,2.3267,0.5384,0.00094,2.6042,1.3801,1.8851,1.8954,1.8477,0.7218,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,02/05/2025 13:05:17,2025,2025-JAN,class_3_skim_milk_Price,10.39,lmprs,
12/28/2024,01/02/2025,2024,Dec,,11.47,2.9104,1.2151,1.9637,0.4493,0.00088,2.5748,1.3952,1.7608,1.7583,1.7326,0.6353,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,01/02/2025 13:05:22,2024,2024-DEC,class_3_skim_milk_Price,8.74,lmprs,
11/30/2024,12/04/2024,2024,Nov,,11.17,3.0623,1.1974,2.3160,0.4049,0.00096,2.7002,1.3773,1.9198,1.9096,1.8973,0.5922,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/04/2024 13:05:26,2024,2024-NOV,class_3_skim_milk_Price,9.57,lmprs,
10/26/2024,10/30/2024,2024,Oct,,10.56,3.0851,1.1628,3.3238,0.3705,0.00112,2.7191,1.3423,2.2400,2.1605,2.2760,0.5588,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,10/30/2024 13:05:20,2024,2024-OCT,class_3_skim_milk_Price,12.49,lmprs,
09/28/2024,10/02/2024,2024,Sep,,10.09,3.6114,1.1109,2.9249,0.3430,0.00114,3.1537,1.2899,2.2882,2.2013,2.3319,0.5321,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,10/02/2024 13:05:28,2024,2024-SEP,class_3_skim_milk_Price,11.09,lmprs,
08/31/2024,09/05/2024,2024,Aug,,9.90,3.5632,1.0484,2.1756,0.2959,0.00102,3.1139,1.2268,2.0399,1.9812,2.0573,0.4864,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,09/05/2024 13:04:24,2024,2024-AUG,class_3_skim_milk_Price,8.49,lmprs,
07/27/2024,07/31/2024,2024,Jul,,9.63,3.5720,1.0149,1.9466,0.2571,0.00099,3.1211,1.1930,1.9717,1.9458,1.9635,0.4487,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,07/31/2024 13:05:31,2024,2024-JUL,class_3_skim_milk_Price,7.55,lmprs,
06/29/2024,07/03/2024,2024,Jun,,9.50,3.5444,0.9991,2.0546,0.2326,0.00100,3.0983,1.1770,1.9962,1.9154,2.0345,0.4249,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,07/03/2024 13:04:46,2024,2024-JUN,class_3_skim_milk_Price,7.74,lmprs,
06/01/2024,06/05/2024,2024,May,,9.69,3.4636,0.9647,1.7349,0.2181,0.00094,3.0316,1.1422,1.8706,1.8062,1.8952,0.4108,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,06/05/2024 13:05:24,2024,2024-MAY,class_3_skim_milk_Price,6.66,lmprs,
04/27/2024,05/01/2024,2024,Apr,,9.89,3.3309,0.9730,0.8345,0.2367,0.00077,2.9220,1.1506,1.5478,1.5170,1.5447,0.4289,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/01/2024 13:05:25,2024,2024-APR,class_3_skim_milk_Price,3.98,lmprs,
03/30/2024,04/03/2024,2024,Mar,,10.11,3.2385,1.0083,1.1265,0.2881,0.00080,2.8457,1.1863,1.6082,1.5730,1.6085,0.4788,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,04/03/2024 13:05:20,2024,2024-MAR,class_3_skim_milk_Price,5.19,lmprs,
