week_ending_date,created_date,report_year,report_month,narrative,class_2_price,class_2_butterfat_price,advanced_skim_milk_class_2_price,class_3_price,class_3_skim_milk_price,class_4_price,class_4_skim_milk_price,butter_monthly_avg_price,nfdm_monthly_avg_price,cheese_monthly_avg_price,cheese_monthly_40p_price,cheese_monthly_500p_price,whey_monthly_avg_price,report_title,slug_name,slug_id,office_name,office_code,office_city,office_state,market_location_name,market_location_city,market_location_state,market_type,market_type_category,published_date,year,period,data_item,value,category,unit
04/25/2026,04/29/2026,2026,Apr,,18.82,1.8762,12.70,16.82,10.65,20.22,14.17,1.7707,1.7788,1.6427,,,0.6443,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,04/29/2026 13:05:26,2026,2026-APR,butterfat,1.8692,lmprs,
03/28/2026,04/01/2026,2026,Mar,,17.34,2.0290,10.61,16.16,9.41,18.94,12.29,1.8969,1.5741,1.5607,,,0.6724,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,04/01/2026 13:05:21,2026,2026-MAR,butterfat,2.0220,lmprs,
02/28/2026,03/04/2026,2026,Feb,,15.34,1.7864,9.42,14.94,9.03,16.29,10.43,1.6966,1.3726,1.4338,,,0.6931,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/04/2026 12:54:48,2026,2026-FEB,butterfat,1.7794,lmprs,
01/31/2026,02/04/2026,2026,Jan,,13.92,1.4595,9.13,14.59,9.85,13.55,8.77,1.4266,1.1921,1.4003,,,0.6986,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,02/04/2026 13:08:03,2026,2026-JAN,butterfat,1.4525,lmprs,
12/27/2025,12/31/2025,2025,Dec,,14.41,1.5831,9.19,15.86,10.72,13.64,8.42,1.5287,1.1541,1.5271,,,0.6893,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/31/2025 13:05:26,2025,2025-DEC,butterfat,1.5761,lmprs,
11/29/2025,12/03/2025,2025,Nov,,14.54,1.7131,8.85,17.18,11.62,13.89,8.21,1.6360,1.1609,1.7419,,,0.6415,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/03/2025 13:02:43,2025,2025-NOV,butterfat,1.7061,lmprs,
11/01/2025,11/05/2025,2025,Oct,,16.02,1.8322,9.96,16.91,10.90,14.30,8.20,1.7344,1.1601,1.7384,,,0.5930,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,11/05/2025 13:05:19,2025,2025-OCT,butterfat,1.8252,lmprs,
09/27/2025,10/01/2025,2025,Sep,,17.39,2.1995,10.04,17.59,10.28,16.17,8.80,2.0377,1.2265,1.8066,,,0.5782,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,10/01/2025 13:05:44,2025,2025-SEP,butterfat,2.1925,lmprs,
08/30/2025,09/04/2025,2025,Aug,,19.18,2.7325,9.96,17.24,7.98,18.50,9.29,2.4778,1.2820,1.7529,,,0.5779,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,09/04/2025 13:05:39,2025,2025-AUG,butterfat,2.7255,lmprs,
07/26/2025,07/30/2025,2025,Jul,,19.31,2.8505,9.67,17.32,7.63,18.89,9.26,2.5753,1.2783,1.7634,,,0.5670,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,07/30/2025 13:05:25,2025,2025-JUL,butterfat,2.8435,lmprs,
06/28/2025,07/02/2025,2025,Jun,,18.43,2.7448,9.14,18.82,9.57,18.30,9.03,2.4880,1.2531,1.9322,,,0.5497,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,07/02/2025 13:05:29,2025,2025-JUN,butterfat,2.7378,lmprs,
05/31/2025,06/04/2025,2025,May,,18.72,2.6697,9.72,18.57,9.59,18.13,9.13,2.3703,1.1925,1.8404,1.8177,1.8284,0.5119,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,06/04/2025 13:05:20,2025,2025-MAY,butterfat,2.6627,lmprs,
04/26/2025,04/30/2025,2025,Apr,,19.22,2.6476,10.31,17.48,8.54,17.92,8.99,2.3520,1.1773,1.7361,1.7117,1.7244,0.4988,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,04/30/2025 13:04:13,2025,2025-APR,butterfat,2.6406,lmprs,
03/29/2025,04/02/2025,2025,Mar,,20.12,2.6312,11.31,18.62,9.78,18.21,9.35,2.3385,1.2176,1.8215,1.8420,1.7732,0.5532,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,04/02/2025 13:05:07,2025,2025-MAR,butterfat,2.6242,lmprs,
03/01/2025,03/05/2025,2025,Feb,,21.08,2.8256,11.60,20.18,10.69,19.90,10.40,2.4990,1.3347,1.9077,1.9158,1.8707,0.6650,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/05/2025 13:05:17,2025,2025-FEB,butterfat,2.8186,lmprs,
02/01/2025,02/05/2025,2025,Jan,,21.58,2.9530,11.65,20.34,10.39,20.73,10.80,2.6042,1.3801,1.8851,1.8954,1.8477,0.7218,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,02/05/2025 13:05:17,2025,2025-JAN,butterfat,2.9460,lmprs,
12/28/2024,01/02/2025,2024,Dec,,21.28,2.9174,11.47,18.62,8.74,20.74,10.94,2.5748,1.3952,1.7608,1.7583,1.7326,0.6353,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,01/02/2025 13:05:22,2024,2024-DEC,butterfat,2.9104,lmprs,
11/30/2024,12/04/2024,2024,Nov,,21.52,3.0693,11.17,19.95,9.57,21.12,10.78,2.7002,1.3773,1.9198,1.9096,1.8973,0.5922,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/04/2024 13:05:26,2024,2024-NOV,butterfat,3.0623,lmprs,
10/26/2024,10/30/2024,2024,Oct,,21.01,3.0921,10.56,22.85,12.49,20.90,10.47,2.7191,1.3423,2.2400,2.1605,2.2760,0.5588,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,10/30/2024 13:05:20,2024,2024-OCT,butterfat,3.0851,lmprs,
09/28/2024,10/02/2024,2024,Sep,,22.40,3.6184,10.09,23.34,11.09,22.29,10.00,3.1537,1.2899,2.2882,2.2013,2.3319,0.5321,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,10/02/2024 13:05:28,2024,2024-SEP,butterfat,3.6114,lmprs,
08/31/2024,09/05/2024,2024,Aug,,22.05,3.5702,9.90,20.66,8.49,21.58,9.44,3.1139,1.2268,2.0399,1.9812,2.0573,0.4864,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,09/05/2024 13:04:24,2024,2024-AUG,butterfat,3.5632,lmprs,
07/27/2024,07/31/2024,2024,Jul,,21.82,3.5790,9.63,19.79,7.55,21.31,9.13,3.1211,1.1930,1.9717,1.9458,1.9635,0.4487,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,07/31/2024 13:05:31,2024,2024-JUL,butterfat,3.5720,lmprs,
06/29/2024,07/03/2024,2024,Jun,,21.60,3.5514,9.50,19.87,7.74,21.08,8.99,3.0983,1.1770,1.9962,1.9154,2.0345,0.4249,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,07/03/2024 13:04:46,2024,2024-JUN,butterfat,3.5444,lmprs,
06/01/2024,06/05/2024,2024,May,,21.50,3.4706,9.69,18.55,6.66,20.50,8.68,3.0316,1.1422,1.8706,1.8062,1.8952,0.4108,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,06/05/2024 13:05:24,2024,2024-MAY,butterfat,3.4636,lmprs,
04/27/2024,05/01/2024,2024,Apr,,21.23,3.3379,9.89,15.50,3.98,20.11,8.76,2.9220,1.1506,1.5478,1.5170,1.5447,0.4289,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/01/2024 13:05:25,2024,2024-APR,butterfat,3.3309,lmprs,
03/30/2024,04/03/2024,2024,Mar,,21.12,3.2455,10.11,16.34,5.19,20.09,9.07,2.8457,1.1863,1.6082,1.5730,1.6085,0.4788,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,04/03/2024 13:05:20,2024,2024-MAR,butterfat,3.2385,lmprs,
02/24/2024,02/28/2024,2024,Feb,,20.53,3.1101,9.99,16.08,5.41,19.85,9.31,2.7339,1.2125,1.5947,1.6021,1.5586,0.4649,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,02/28/2024 13:05:37,2024,2024-FEB,butterfat,3.1031,lmprs,
01/27/2024,01/31/2024,2024,Jan,,20.04,2.9835,9.95,15.17,4.92,19.39,9.30,2.6294,1.2112,1.5226,1.5260,1.4895,0.4338,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,01/31/2024 13:10:03,2024,2024-JAN,butterfat,2.9765,lmprs,
12/30/2023,01/04/2024,2023,Dec,,19.88,2.9848,9.78,16.04,5.82,19.23,9.13,2.6305,1.1924,1.6234,1.6385,1.5813,0.4168,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,01/04/2024 13:04:47,2023,2023-DEC,butterfat,2.9778,lmprs,
11/25/2023,11/29/2023,2023,Nov,,21.21,3.4678,9.40,17.15,5.22,20.87,9.07,3.0293,1.1860,1.7421,1.7511,1.7034,0.3831,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,11/29/2023 13:05:36,2023,2023-NOV,butterfat,3.4608,lmprs,
10/28/2023,11/01/2023,2023,Oct,,21.95,3.7214,9.25,16.84,3.98,21.49,8.80,3.2387,1.1558,1.7390,1.8044,1.6502,0.3198,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,11/01/2023 13:05:20,2023,2023-OCT,butterfat,3.7144,lmprs,
09/30/2023,10/04/2023,2023,Sep,,19.98,3.1334,9.34,18.39,7.72,19.09,8.44,2.7532,1.1155,1.9366,1.9895,1.8616,0.2954,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,10/04/2023 13:05:28,2023,2023-SEP,butterfat,3.1264,lmprs,
08/26/2023,08/30/2023,2023,Aug,,19.91,3.0288,9.65,17.19,6.85,18.91,8.64,2.6668,1.1374,1.8349,1.8625,1.7764,0.2620,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,08/30/2023 13:05:53,2023,2023-AUG,butterfat,3.0218,lmprs,
07/29/2023,08/02/2023,2023,Jul,,19.12,2.8056,9.64,13.77,4.12,18.26,8.77,2.4825,1.1522,1.4870,1.4614,1.4789,0.2660,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,08/02/2023 13:05:22,2023,2023-JUL,butterfat,2.7986,lmprs,
06/24/2023,06/28/2023,2023,Jun,,18.83,2.7675,9.48,14.91,5.44,18.26,8.91,2.4510,1.1674,1.5724,1.5568,1.5561,0.3220,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,06/28/2023 13:06:22,2023,2023-JUN,butterfat,2.7605,lmprs,
05/27/2023,06/01/2023,2023,May,,19.11,2.7642,9.78,16.11,6.69,18.10,8.76,2.4483,1.1505,1.6600,1.7277,1.5715,0.3813,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,06/01/2023 13:05:28,2023,2023-MAY,butterfat,2.7572,lmprs,
04/29/2023,05/03/2023,2023,Apr,,19.20,2.7079,10.07,18.52,9.40,17.95,8.80,2.4018,1.1551,1.8775,1.9406,1.7942,0.4398,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/03/2023 13:06:24,2023,2023-APR,butterfat,2.7009,lmprs,
04/01/2023,04/05/2023,2023,Mar,,19.52,2.7370,10.30,18.10,8.85,18.38,9.14,2.4258,1.1935,1.8399,1.9503,1.7188,0.4261,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,04/05/2023 13:05:21,2023,2023-MAR,butterfat,2.7300,lmprs,
02/25/2023,03/01/2023,2023,Feb,,20.83,2.7248,11.70,17.78,8.57,18.86,9.69,2.4158,1.2553,1.8224,1.9874,1.6602,0.4031,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/01/2023 13:05:11,2023,2023-FEB,butterfat,2.7178,lmprs,
01/28/2023,02/01/2023,2023,Jan,,21.61,2.7783,12.32,19.43,10.08,20.01,10.68,2.4599,1.3662,1.9767,2.1147,1.8226,0.4266,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,02/01/2023 13:04:20,2023,2023-JAN,butterfat,2.7713,lmprs,
12/31/2022,01/05/2023,2022,Dec,,23.11,3.1609,12.48,20.50,9.80,22.12,11.48,2.7759,1.4559,2.0555,2.1594,1.9293,0.4566,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,01/05/2023 13:01:32,2022,2022-DEC,butterfat,3.1539,lmprs,
11/26/2022,11/30/2022,2022,Nov,,24.67,3.3790,13.31,21.01,9.54,23.30,11.91,2.9560,1.5045,2.0897,2.0748,2.0744,0.4745,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,11/30/2022 13:08:10,2022,2022-NOV,butterfat,3.3720,lmprs,
10/29/2022,11/02/2022,2022,Oct,,25.73,3.6637,13.37,21.81,9.34,24.96,12.60,3.1911,1.5819,2.1560,2.0453,2.2210,0.4857,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,11/02/2022 13:05:49,2022,2022-OCT,butterfat,3.6567,lmprs,
10/01/2022,10/05/2022,2022,Sep,,26.51,3.5723,14.52,19.82,7.61,24.63,12.59,3.1156,1.5803,1.9503,1.8835,1.9830,0.4902,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,10/05/2022 13:05:11,2022,2022-SEP,butterfat,3.5653,lmprs,
08/27/2022,08/31/2022,2022,Aug,,26.91,3.4071,15.53,20.10,8.50,24.81,13.38,2.9792,1.6690,1.9761,1.9484,1.9698,0.5045,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,08/31/2022 13:05:24,2022,2022-AUG,butterfat,3.4001,lmprs,
07/30/2022,08/03/2022,2022,Jul,,26.66,3.3670,15.42,22.52,11.15,25.79,14.54,2.9461,1.8001,2.2019,2.1622,2.2054,0.5482,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,08/03/2022 13:07:36,2022,2022-JUL,butterfat,3.3600,lmprs,
06/25/2022,06/29/2022,2022,Jun,,26.65,3.3393,15.50,24.33,13.13,25.83,14.68,2.9232,1.8156,2.3498,2.3214,2.3472,0.6161,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,06/29/2022 13:04:26,2022,2022-JUN,butterfat,3.3323,lmprs,
05/28/2022,06/02/2022,2022,May,,25.87,3.1126,15.52,25.21,14.86,24.99,14.63,2.7360,1.8095,2.4161,2.3798,2.4187,0.6707,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,06/02/2022 13:04:58,2022,2022-MAY,butterfat,3.1056,lmprs,
04/30/2022,05/04/2022,2022,Apr,,25.71,3.1531,15.21,24.42,13.90,25.31,14.82,2.7694,1.8314,2.2910,2.2759,2.2759,0.7394,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/04/2022 13:05:49,2022,2022-APR,butterfat,3.1461,lmprs,
03/26/2022,03/30/2022,2022,Mar,,24.76,3.1005,14.41,22.45,12.04,24.82,14.50,2.7260,1.7954,2.0548,2.0748,2.0066,0.7943,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/30/2022 13:05:10,2022,2022-MAR,butterfat,3.0935,lmprs,
02/26/2022,03/02/2022,2022,Feb,,23.79,3.0288,13.67,20.91,10.71,24.00,13.91,2.6668,1.7284,1.9068,1.9091,1.8746,0.7800,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/02/2022 13:02:51,2022,2022-FEB,butterfat,3.0218,lmprs,
01/29/2022,02/02/2022,2022,Jan,,22.83,2.9637,12.91,20.38,10.40,23.09,13.20,2.6130,1.6488,1.8978,1.9787,1.7951,0.7087,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,02/02/2022 13:05:34,2022,2022-JAN,butterfat,2.9567,lmprs,
01/01/2022,01/05/2022,2021,Dec,,19.84,2.2989,12.22,18.36,10.71,19.88,12.29,2.0641,1.5471,1.7542,1.8633,1.6263,0.6391,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,01/05/2022 13:26:36,2021,2021-DEC,butterfat,2.2919,lmprs,
11/27/2021,12/01/2021,2021,Nov,,18.40,2.1611,11.23,18.03,10.87,18.79,11.66,1.9503,1.4769,1.7588,1.7605,1.7272,0.5825,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/01/2021 13:04:41,2021,2021-NOV,butterfat,2.1541,lmprs,
10/30/2021,11/03/2021,2021,Oct,,17.08,1.9484,10.63,17.83,11.44,17.04,10.62,1.7746,1.3598,1.7698,1.8070,1.7011,0.5447,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,11/03/2021 13:05:14,2021,2021-OCT,butterfat,1.9414,lmprs,
09/25/2021,09/29/2021,2021,Sep,,16.89,1.9458,10.45,16.53,10.10,16.36,9.92,1.7725,1.2816,1.6411,1.7761,1.4873,0.5336,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,09/29/2021 13:06:40,2021,2021-SEP,butterfat,1.9388,lmprs,
08/28/2021,09/01/2021,2021,Aug,,16.51,1.8578,10.37,15.95,9.82,15.92,9.78,1.6998,1.2660,1.5680,1.6902,1.4371,0.5617,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,09/01/2021 13:04:00,2021,2021-AUG,butterfat,1.8508,lmprs,
07/31/2021,08/04/2021,2021,Jul,,16.83,1.9066,10.53,16.49,10.20,16.00,9.69,1.7401,1.2552,1.5956,1.5948,1.5663,0.6050,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,08/04/2021 13:05:40,2021,2021-JUL,butterfat,1.8996,lmprs,
06/26/2021,06/30/2021,2021,Jun,,16.66,1.9711,10.12,17.21,10.71,16.35,9.82,1.7934,1.2696,1.6439,1.6058,1.6506,0.6437,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,06/30/2021 13:04:48,2021,2021-JUN,butterfat,1.9641,lmprs,
05/29/2021,06/03/2021,2021,May,,16.22,1.9921,9.58,18.96,12.45,16.16,9.55,1.8107,1.2392,1.8206,1.8072,1.8035,0.6501,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,06/03/2021 13:06:19,2021,2021-MAY,butterfat,1.9851,lmprs,
05/01/2021,05/05/2021,2021,Apr,,15.56,1.9566,9.03,17.67,11.24,15.42,8.91,1.7814,1.1680,1.7106,1.7918,1.6011,0.6135,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/05/2021 13:08:26,2021,2021-APR,butterfat,1.9496,lmprs,
03/27/2021,03/31/2021,2021,Mar,,15.07,1.7246,9.36,16.15,10.51,14.18,8.46,1.5898,1.1169,1.5981,1.6695,1.5023,0.5537,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/31/2021 13:03:13,2021,2021-MAR,butterfat,1.7176,lmprs,
02/27/2021,03/03/2021,2021,Feb,,14.00,1.4446,9.27,15.75,11.11,13.19,8.45,1.3586,1.1164,1.5954,1.6870,1.4841,0.5060,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/03/2021 13:04:40,2021,2021-FEB,butterfat,1.4376,lmprs,
01/30/2021,02/03/2021,2021,Jan,,14.18,1.5611,9.03,16.04,10.99,13.75,8.61,1.4548,1.1345,1.6502,1.7171,1.5601,0.4595,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,02/03/2021 13:02:18,2021,2021-JAN,butterfat,1.5541,lmprs,
12/26/2020,12/30/2020,2020,Dec,,14.01,1.5469,8.91,15.72,10.71,13.36,8.26,1.4431,1.0951,1.6433,1.7708,1.4944,0.4171,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/30/2020 13:03:18,2020,2020-DEC,butterfat,1.5399,lmprs,
11/28/2020,12/02/2020,2020,Nov,,13.86,1.5623,8.70,23.34,18.55,13.30,8.14,1.4558,1.0816,2.4535,2.5808,2.2929,0.3830,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/02/2020 13:06:51,2020,2020-NOV,butterfat,1.5553,lmprs,
10/31/2020,11/04/2020,2020,Oct,,13.63,1.6458,8.15,21.61,16.45,13.47,8.01,1.5248,1.0670,2.2921,2.5692,1.9640,0.3480,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,11/04/2020 12:56:06,2020,2020-OCT,butterfat,1.6388,lmprs,
