year,period,timeperiod_id,frequency,category,data_item,value,unit
2026,March,3,Monthly,Domestic disappearance,Butter,,Million pounds
2026,March,3,Monthly,Domestic disappearance,Other-than-American cheese,,Million pounds
2026,March,3,Monthly,Domestic disappearance,Dry skim milk products,,Million pounds
2026,March,3,Monthly,Ending stocks,All products (milk equivalent milk-fat basis),,Million pounds
2026,March,3,Monthly,Ending stocks,All products (milk equivalent skim-solids basis),,Million pounds
2026,March,3,Monthly,Exports,All products (milk equivalent milk-fat basis),,Million pounds
2026,March,3,Monthly,Exports,All products (milk equivalent skim-solids basis),,Million pounds
2026,March,3,Monthly,Imports,All products (milk equivalent milk-fat basis),,Million pounds
2026,March,3,Monthly,Imports,All products (milk equivalent skim-solids basis),,Million pounds
2026,March,3,Monthly,Milk prices,All milk (at average milk-fat test),,Dollars per hundredweight
2026,March,3,Monthly,Milk prices,Class III (cheese milk) 3.5% milk fat,16.16,Dollars per hundredweight
2026,March,3,Monthly,Milk prices,Class IV (butter-powder milk) 3.5% milk fat,18.94,Dollars per hundredweight
2026,March,3,Monthly,Milk production,Production,,Million pounds
2026,March,3,Monthly,Milk production,Milk cows,,Thousands
2026,March,3,Monthly,Milk production,Milk per cow,,Pounds
2026,March,3,Monthly,Oceania export prices,Skim milk powder,3342.0,Dollars per metric ton
2026,March,3,Monthly,Oceania export prices,Butter,6822.0,Dollars per metric ton
2026,March,3,Monthly,Wholesale dairy product prices,Butter,1.8969,Dollars per pound
2026,March,3,Monthly,Wholesale dairy product prices,"Cheddar cheese, 40-pound blocks",1.5607,Dollars per pound
2026,March,3,Monthly,Wholesale dairy product prices,"Cheddar cheese, 500-pound barrels",,Dollars per pound
2026,March,3,Monthly,Wholesale dairy product prices,Dry whey,0.6724,Dollars per pound
2026,March,3,Monthly,Wholesale dairy product prices,Nonfat dry milk,1.5741,Dollars per pound
