report_month,report_year,narrative,MarketingArea,order_no,report_title,slug_name,slug_id,office_name,office_code,office_city,office_state,market_location_name,market_location_city,market_location_state,market_type,market_type_category,published_date,year,period,data_item,value,category,unit
May,2020,,All Market Average,,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,06/03/2020 14:09:09,2020,2020-MAY,ClassIIWhole,12.30,lmprs,
Jun,2020,,Appalachian (Charlotte),005,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,07/01/2020 14:43:44,2020,2020-JUN,ClassIIWhole,12.99,lmprs,
Jun,2020,,Arizona (Phoenix),131,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,07/01/2020 14:43:44,2020,2020-JUN,ClassIIWhole,12.99,lmprs,
Jun,2020,,California (Los Angeles),051,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,07/01/2020 14:43:44,2020,2020-JUN,ClassIIWhole,12.99,lmprs,
Jun,2020,,Central (Kansas City),032,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,07/01/2020 14:43:44,2020,2020-JUN,ClassIIWhole,12.99,lmprs,
Jun,2020,,Florida (Tampa),006,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,07/01/2020 14:43:44,2020,2020-JUN,ClassIIWhole,12.99,lmprs,
Jun,2020,,Mideast (Cleveland),033,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,07/01/2020 14:43:44,2020,2020-JUN,ClassIIWhole,12.99,lmprs,
Jun,2020,,Northeast (Boston),001,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,07/01/2020 14:43:44,2020,2020-JUN,ClassIIWhole,12.99,lmprs,
Jun,2020,,Pacific Northwest (Seattle),124,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,07/01/2020 14:43:44,2020,2020-JUN,ClassIIWhole,12.99,lmprs,
Jun,2020,,Southeast (Atlanta),007,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,07/01/2020 14:43:44,2020,2020-JUN,ClassIIWhole,12.99,lmprs,
Jun,2020,,Southwest (Dallas),126,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,07/01/2020 14:43:44,2020,2020-JUN,ClassIIWhole,12.99,lmprs,
Jun,2020,,Upper Midwest (Chicago),030,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,07/01/2020 14:43:44,2020,2020-JUN,ClassIIWhole,12.99,lmprs,
Jun,2020,,All Market Average,,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,07/01/2020 14:43:44,2020,2020-JUN,ClassIIWhole,12.99,lmprs,
Jul,2020,,Appalachian (Charlotte),005,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,08/05/2020 13:06:49,2020,2020-JUL,ClassIIWhole,13.79,lmprs,
Jul,2020,,Arizona (Phoenix),131,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,08/05/2020 13:06:49,2020,2020-JUL,ClassIIWhole,13.79,lmprs,
Jul,2020,,California (Los Angeles),051,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,08/05/2020 13:06:49,2020,2020-JUL,ClassIIWhole,13.79,lmprs,
Jul,2020,,Central (Kansas City),032,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,08/05/2020 13:06:49,2020,2020-JUL,ClassIIWhole,13.79,lmprs,
Jul,2020,,Florida (Tampa),006,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,08/05/2020 13:06:49,2020,2020-JUL,ClassIIWhole,13.79,lmprs,
Jul,2020,,Mideast (Cleveland),033,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,08/05/2020 13:06:49,2020,2020-JUL,ClassIIWhole,13.79,lmprs,
Jul,2020,,Northeast (Boston),001,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,08/05/2020 13:06:49,2020,2020-JUL,ClassIIWhole,13.79,lmprs,
Jul,2020,,Pacific Northwest (Seattle),124,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,08/05/2020 13:06:49,2020,2020-JUL,ClassIIWhole,13.79,lmprs,
Jul,2020,,Southeast (Atlanta),007,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,08/05/2020 13:06:49,2020,2020-JUL,ClassIIWhole,13.79,lmprs,
Jul,2020,,Southwest (Dallas),126,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,08/05/2020 13:06:49,2020,2020-JUL,ClassIIWhole,13.79,lmprs,
Jul,2020,,Upper Midwest (Chicago),030,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,08/05/2020 13:06:49,2020,2020-JUL,ClassIIWhole,13.79,lmprs,
Jul,2020,,All Market Average,,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,08/05/2020 13:06:49,2020,2020-JUL,ClassIIWhole,13.79,lmprs,
Aug,2020,,Appalachian (Charlotte),005,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,09/02/2020 13:09:02,2020,2020-AUG,ClassIIWhole,13.27,lmprs,
Aug,2020,,Arizona (Phoenix),131,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,09/02/2020 13:09:02,2020,2020-AUG,ClassIIWhole,13.27,lmprs,
Aug,2020,,California (Los Angeles),051,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,09/02/2020 13:09:02,2020,2020-AUG,ClassIIWhole,13.27,lmprs,
Aug,2020,,Central (Kansas City),032,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,09/02/2020 13:09:02,2020,2020-AUG,ClassIIWhole,13.27,lmprs,
Aug,2020,,Florida (Tampa),006,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,09/02/2020 13:09:02,2020,2020-AUG,ClassIIWhole,13.27,lmprs,
Aug,2020,,Mideast (Cleveland),033,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,09/02/2020 13:09:02,2020,2020-AUG,ClassIIWhole,13.27,lmprs,
Aug,2020,,Northeast (Boston),001,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,09/02/2020 13:09:02,2020,2020-AUG,ClassIIWhole,13.27,lmprs,
Aug,2020,,Pacific Northwest (Seattle),124,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,09/02/2020 13:09:02,2020,2020-AUG,ClassIIWhole,13.27,lmprs,
Aug,2020,,Southeast (Atlanta),007,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,09/02/2020 13:09:02,2020,2020-AUG,ClassIIWhole,13.27,lmprs,
Aug,2020,,Southwest (Dallas),126,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,09/02/2020 13:09:02,2020,2020-AUG,ClassIIWhole,13.27,lmprs,
Aug,2020,,Upper Midwest (Chicago),030,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,09/02/2020 13:09:02,2020,2020-AUG,ClassIIWhole,13.27,lmprs,
Aug,2020,,All Market Average,,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,09/02/2020 13:09:02,2020,2020-AUG,ClassIIWhole,13.27,lmprs,
Sep,2020,,Appalachian (Charlotte),005,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,09/30/2020 13:11:35,2020,2020-SEP,ClassIIWhole,13.16,lmprs,
Sep,2020,,Arizona (Phoenix),131,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,09/30/2020 13:11:35,2020,2020-SEP,ClassIIWhole,13.16,lmprs,
Sep,2020,,California (Los Angeles),051,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,09/30/2020 13:11:35,2020,2020-SEP,ClassIIWhole,13.16,lmprs,
Sep,2020,,Central (Kansas City),032,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,09/30/2020 13:11:35,2020,2020-SEP,ClassIIWhole,13.16,lmprs,
Sep,2020,,Florida (Tampa),006,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,09/30/2020 13:11:35,2020,2020-SEP,ClassIIWhole,13.16,lmprs,
Sep,2020,,Mideast (Cleveland),033,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,09/30/2020 13:11:35,2020,2020-SEP,ClassIIWhole,13.16,lmprs,
Sep,2020,,Northeast (Boston),001,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,09/30/2020 13:11:35,2020,2020-SEP,ClassIIWhole,13.16,lmprs,
Sep,2020,,Pacific Northwest (Seattle),124,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,09/30/2020 13:11:35,2020,2020-SEP,ClassIIWhole,13.16,lmprs,
Sep,2020,,Southeast (Atlanta),007,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,09/30/2020 13:11:35,2020,2020-SEP,ClassIIWhole,13.16,lmprs,
Sep,2020,,Southwest (Dallas),126,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,09/30/2020 13:11:35,2020,2020-SEP,ClassIIWhole,13.16,lmprs,
Sep,2020,,Upper Midwest (Chicago),030,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,09/30/2020 13:11:35,2020,2020-SEP,ClassIIWhole,13.16,lmprs,
Sep,2020,,All Market Average,,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,09/30/2020 13:11:35,2020,2020-SEP,ClassIIWhole,13.16,lmprs,
Oct,2020,,Appalachian (Charlotte),005,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,11/04/2020 13:58:53,2020,2020-OCT,ClassIIWhole,13.63,lmprs,
Oct,2020,,Arizona (Phoenix),131,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,11/04/2020 13:58:53,2020,2020-OCT,ClassIIWhole,13.63,lmprs,
Oct,2020,,California (Los Angeles),051,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,11/04/2020 13:58:53,2020,2020-OCT,ClassIIWhole,13.63,lmprs,
Oct,2020,,Central (Kansas City),032,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,11/04/2020 13:58:53,2020,2020-OCT,ClassIIWhole,13.63,lmprs,
Oct,2020,,Florida (Tampa),006,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,11/04/2020 13:58:53,2020,2020-OCT,ClassIIWhole,13.63,lmprs,
Oct,2020,,Mideast (Cleveland),033,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,11/04/2020 13:58:53,2020,2020-OCT,ClassIIWhole,13.63,lmprs,
Oct,2020,,Northeast (Boston),001,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,11/04/2020 13:58:53,2020,2020-OCT,ClassIIWhole,13.63,lmprs,
Oct,2020,,Pacific Northwest (Seattle),124,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,11/04/2020 13:58:53,2020,2020-OCT,ClassIIWhole,13.63,lmprs,
Oct,2020,,Southeast (Atlanta),007,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,11/04/2020 13:58:53,2020,2020-OCT,ClassIIWhole,13.63,lmprs,
Oct,2020,,Southwest (Dallas),126,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,11/04/2020 13:58:53,2020,2020-OCT,ClassIIWhole,13.63,lmprs,
Oct,2020,,Upper Midwest (Chicago),030,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,11/04/2020 13:58:53,2020,2020-OCT,ClassIIWhole,13.63,lmprs,
Oct,2020,,All Market Average,,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,11/04/2020 13:58:53,2020,2020-OCT,ClassIIWhole,13.63,lmprs,
Nov,2020,,Appalachian (Charlotte),005,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/02/2020 14:05:25,2020,2020-NOV,ClassIIWhole,13.86,lmprs,
Nov,2020,,Arizona (Phoenix),131,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/02/2020 14:05:25,2020,2020-NOV,ClassIIWhole,13.86,lmprs,
Nov,2020,,California (Los Angeles),051,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/02/2020 14:05:25,2020,2020-NOV,ClassIIWhole,13.86,lmprs,
Nov,2020,,Central (Kansas City),032,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/02/2020 14:05:25,2020,2020-NOV,ClassIIWhole,13.86,lmprs,
Nov,2020,,Florida (Tampa),006,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/02/2020 14:05:25,2020,2020-NOV,ClassIIWhole,13.86,lmprs,
Nov,2020,,Mideast (Cleveland),033,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/02/2020 14:05:25,2020,2020-NOV,ClassIIWhole,13.86,lmprs,
Nov,2020,,Northeast (Boston),001,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/02/2020 14:05:25,2020,2020-NOV,ClassIIWhole,13.86,lmprs,
Nov,2020,,Pacific Northwest (Seattle),124,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/02/2020 14:05:25,2020,2020-NOV,ClassIIWhole,13.86,lmprs,
Nov,2020,,Southeast (Atlanta),007,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/02/2020 14:05:25,2020,2020-NOV,ClassIIWhole,13.86,lmprs,
Nov,2020,,Southwest (Dallas),126,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/02/2020 14:05:25,2020,2020-NOV,ClassIIWhole,13.86,lmprs,
Nov,2020,,Upper Midwest (Chicago),030,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/02/2020 14:05:25,2020,2020-NOV,ClassIIWhole,13.86,lmprs,
Nov,2020,,All Market Average,,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/02/2020 14:05:25,2020,2020-NOV,ClassIIWhole,13.86,lmprs,
Dec,2020,,Appalachian (Charlotte),005,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/30/2020 13:05:23,2020,2020-DEC,ClassIIWhole,14.01,lmprs,
Dec,2020,,Arizona (Phoenix),131,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/30/2020 13:05:23,2020,2020-DEC,ClassIIWhole,14.01,lmprs,
Dec,2020,,California (Los Angeles),051,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/30/2020 13:05:23,2020,2020-DEC,ClassIIWhole,14.01,lmprs,
Dec,2020,,Central (Kansas City),032,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/30/2020 13:05:23,2020,2020-DEC,ClassIIWhole,14.01,lmprs,
Dec,2020,,Florida (Tampa),006,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/30/2020 13:05:23,2020,2020-DEC,ClassIIWhole,14.01,lmprs,
Dec,2020,,Mideast (Cleveland),033,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/30/2020 13:05:23,2020,2020-DEC,ClassIIWhole,14.01,lmprs,
Dec,2020,,Northeast (Boston),001,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/30/2020 13:05:23,2020,2020-DEC,ClassIIWhole,14.01,lmprs,
Dec,2020,,Pacific Northwest (Seattle),124,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/30/2020 13:05:23,2020,2020-DEC,ClassIIWhole,14.01,lmprs,
Dec,2020,,Southeast (Atlanta),007,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/30/2020 13:05:23,2020,2020-DEC,ClassIIWhole,14.01,lmprs,
Dec,2020,,Southwest (Dallas),126,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/30/2020 13:05:23,2020,2020-DEC,ClassIIWhole,14.01,lmprs,
Dec,2020,,Upper Midwest (Chicago),030,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/30/2020 13:05:23,2020,2020-DEC,ClassIIWhole,14.01,lmprs,
Dec,2020,,All Market Average,,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/30/2020 13:05:23,2020,2020-DEC,ClassIIWhole,14.01,lmprs,
Jan,2021,,Appalachian (Charlotte),005,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,04/23/2021 06:42:42,2021,2021-JAN,ClassIIWhole,14.18,lmprs,
Jan,2021,,Arizona (Phoenix),131,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,04/23/2021 06:42:42,2021,2021-JAN,ClassIIWhole,14.18,lmprs,
Jan,2021,,California (Los Angeles),051,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,04/23/2021 06:42:42,2021,2021-JAN,ClassIIWhole,14.18,lmprs,
Jan,2021,,Central (Kansas City),032,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,04/23/2021 06:42:42,2021,2021-JAN,ClassIIWhole,14.18,lmprs,
Jan,2021,,Florida (Tampa),006,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,04/23/2021 06:42:42,2021,2021-JAN,ClassIIWhole,14.18,lmprs,
Jan,2021,,Mideast (Cleveland),033,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,04/23/2021 06:42:42,2021,2021-JAN,ClassIIWhole,14.18,lmprs,
Jan,2021,,Northeast (Boston),001,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,04/23/2021 06:42:42,2021,2021-JAN,ClassIIWhole,14.18,lmprs,
Jan,2021,,Pacific Northwest (Seattle),124,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,04/23/2021 06:42:42,2021,2021-JAN,ClassIIWhole,14.18,lmprs,
Jan,2021,,Southeast (Atlanta),007,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,04/23/2021 06:42:42,2021,2021-JAN,ClassIIWhole,14.18,lmprs,
Jan,2021,,Southwest (Dallas),126,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,04/23/2021 06:42:42,2021,2021-JAN,ClassIIWhole,14.18,lmprs,
Jan,2021,,Upper Midwest (Chicago),030,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,04/23/2021 06:42:42,2021,2021-JAN,ClassIIWhole,14.18,lmprs,
Jan,2021,,All Market Average,,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,04/23/2021 06:42:42,2021,2021-JAN,ClassIIWhole,14.18,lmprs,
Feb,2021,,Appalachian (Charlotte),005,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/03/2021 14:43:13,2021,2021-FEB,ClassIIWhole,14.00,lmprs,
Feb,2021,,Arizona (Phoenix),131,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/03/2021 14:43:13,2021,2021-FEB,ClassIIWhole,14.00,lmprs,
Feb,2021,,California (Los Angeles),051,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/03/2021 14:43:13,2021,2021-FEB,ClassIIWhole,14.00,lmprs,
Feb,2021,,Central (Kansas City),032,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/03/2021 14:43:13,2021,2021-FEB,ClassIIWhole,14.00,lmprs,
Feb,2021,,Florida (Tampa),006,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/03/2021 14:43:13,2021,2021-FEB,ClassIIWhole,14.00,lmprs,
